 5.00 ,  2.00 ,  4.00
 5.00 ,  0.20 ,  0.50
10.50 ,  2.90 ,  4.00
10.50 ,  3.70 ,  4.00
 5.00 ,  9.00 ,  4.00
10.50 ,  4.50 ,  4.00
10.50 ,  5.30 ,  4.00
10.50 ,  6.10 ,  4.00
10.50 ,  6.90 ,  4.00
10.50 ,  7.70 ,  4.00
 5.00 ,  8.40 ,  4.00
10.50 ,  2.10 ,  4.00
10.50 ,  0.50 ,  4.00
 5.00 ,  0.40 ,  4.00
 5.00 ,  0.20 ,  0.50
10.50 ,  2.90 ,  4.00
10.50 ,  3.70 ,  4.00
 5.00 ,  9.00 ,  4.00
10.50 ,  4.50 ,  4.00
10.50 ,  5.30 ,  4.00
10.50 ,  6.10 ,  4.00
10.50 ,  6.90 ,  4.00
10.50 ,  7.70 ,  4.00
 5.00 ,  8.40 ,  4.00
10.50 ,  2.10 ,  4.00
10.50 ,  0.50 ,  4.00
 5.00 ,  0.40 ,  4.00
 5.00 ,  0.20 ,  0.50
10.50 ,  2.90 ,  4.00
10.50 ,  3.70 ,  4.00
 5.00 ,  9.00 ,  4.00
10.50 ,  4.50 ,  4.00
10.50 ,  5.30 ,  4.00
10.50 ,  6.10 ,  4.00
10.50 ,  6.90 ,  4.00
10.50 ,  7.70 ,  4.00
 5.00 ,  8.40 ,  4.00
10.50 ,  2.10 ,  4.00
10.50 ,  0.50 ,  4.00
 5.00 ,  0.40 ,  4.00
 4.50 ,  0.20 ,  4.00
10.50 ,  2.90 ,  4.00
10.50 ,  3.70 ,  4.00
 5.00 ,  9.00 ,  4.00
10.50 ,  4.50 ,  4.00
10.50 ,  5.30 ,  4.00
10.50 ,  6.10 ,  4.00
10.50 ,  6.90 ,  4.00
10.50 ,  7.70 ,  4.00
 5.00 ,  8.40 ,  4.00
